,Old Norse Root,Icelandic Word,Norwegian Nynorsk Word,Old Norse URL,Icelandic URL,Norwegian Nynorsk URL
967,ósk,ósk,ynske,https://en.wiktionary.org/wiki/%C3%B3sk#Old_Norse,https://en.wiktionary.org/wiki/%C3%B3sk,https://en.wiktionary.org/wiki/ynske
968,œskja,óska,ynskja,https://en.wiktionary.org/wiki/%C5%93skja#Old_Norse,https://en.wiktionary.org/wiki/%C3%B3ska,https://en.wiktionary.org/wiki/ynskja
969,-óttr,-óttur,-ut,https://en.wiktionary.org/wiki/-%C3%B3ttr#Old_Norse,https://en.wiktionary.org/wiki/-%C3%B3ttur,https://en.wiktionary.org/wiki/-ut
970,óðinsdagr,óðinsdagur,onsdag,https://en.wiktionary.org/wiki/%C3%B3%C3%B0insdagr#Old_Norse,https://en.wiktionary.org/wiki/%C3%B3%C3%B0insdagur,https://en.wiktionary.org/wiki/onsdag
971,ǫnd,önd,and,https://en.wiktionary.org/wiki/%C7%ABnd#Old_Norse,https://en.wiktionary.org/wiki/%C3%B6nd,https://en.wiktionary.org/wiki/and
972,ǫnd,önd,ånd,https://en.wiktionary.org/wiki/%C7%ABnd#Old_Norse,https://en.wiktionary.org/wiki/%C3%B6nd,https://en.wiktionary.org/wiki/%C3%A5nd
973,ǫngull,öngull,ongul,https://en.wiktionary.org/wiki/%C7%ABngull#Old_Norse,https://en.wiktionary.org/wiki/%C3%B6ngull,https://en.wiktionary.org/wiki/ongul
974,øx,öxi,øks,https://en.wiktionary.org/wiki/%C3%B8x#Old_Norse,https://en.wiktionary.org/wiki/%C3%B6xi,https://en.wiktionary.org/wiki/%C3%B8ks
975,út,út,ut,https://en.wiktionary.org/wiki/%C3%BAt#Old_Norse,https://en.wiktionary.org/wiki/%C3%BAt,https://en.wiktionary.org/wiki/ut
976,ýsa,ýsa,hyse,https://en.wiktionary.org/wiki/%C3%BDsa#Old_Norse,https://en.wiktionary.org/wiki/%C3%BDsa,https://en.wiktionary.org/wiki/hyse
977,þak,þak,tak,https://en.wiktionary.org/wiki/%C3%BEak#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEak,https://en.wiktionary.org/wiki/tak
978,þar,þar,dar,https://en.wiktionary.org/wiki/%C3%BEar#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEar,https://en.wiktionary.org/wiki/dar
979,þar,þar,der,https://en.wiktionary.org/wiki/%C3%BEar#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEar,https://en.wiktionary.org/wiki/der
980,þarmr,þarmur,tarm,https://en.wiktionary.org/wiki/%C3%BEarmr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEarmur,https://en.wiktionary.org/wiki/tarm
981,þat,það,dat,https://en.wiktionary.org/wiki/%C3%BEat#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEa%C3%B0,https://en.wiktionary.org/wiki/dat
982,þegja,þegja,teia,https://en.wiktionary.org/wiki/%C3%BEegja#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEegja,https://en.wiktionary.org/wiki/teia
983,þeir,þeir,dei,https://en.wiktionary.org/wiki/%C3%BEeir#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEeir,https://en.wiktionary.org/wiki/dei
984,þerna,þerna,terne,https://en.wiktionary.org/wiki/%C3%BEerna#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEerna,https://en.wiktionary.org/wiki/terne
985,sjá,þessi,sjå,https://en.wiktionary.org/wiki/sj%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEessi,https://en.wiktionary.org/wiki/sj%C3%A5
986,þeyja,þeyja,tø,https://en.wiktionary.org/wiki/%C3%BEeyja#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEeyja,https://en.wiktionary.org/wiki/t%C3%B8
987,þiggja,þiggja,tigge,https://en.wiktionary.org/wiki/%C3%BEiggja#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEiggja,https://en.wiktionary.org/wiki/tigge
988,þing,þing,ting,https://en.wiktionary.org/wiki/%C3%BEing#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEing,https://en.wiktionary.org/wiki/ting
989,þinga,þinga,tinga,https://en.wiktionary.org/wiki/%C3%BEinga#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEinga,https://en.wiktionary.org/wiki/tinga
990,þinga,þinga,tinge,https://en.wiktionary.org/wiki/%C3%BEinga#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEinga,https://en.wiktionary.org/wiki/tinge
991,þínn,þinn,din,https://en.wiktionary.org/wiki/%C3%BE%C3%ADnn#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEinn,https://en.wiktionary.org/wiki/din
992,þistill,þistill,tistel,https://en.wiktionary.org/wiki/%C3%BEistill#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEistill,https://en.wiktionary.org/wiki/tistel
993,þjá,þjá,tjå,https://en.wiktionary.org/wiki/%C3%BEj%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEj%C3%A1,https://en.wiktionary.org/wiki/tj%C3%A5
994,þjóna,þjóna,tena,https://en.wiktionary.org/wiki/%C3%BEj%C3%B3na#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEj%C3%B3na,https://en.wiktionary.org/wiki/tena
995,þjóta,þjóta,tyta,https://en.wiktionary.org/wiki/%C3%BEj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEj%C3%B3ta,https://en.wiktionary.org/wiki/tyta
996,þjóta,þjóta,tyte,https://en.wiktionary.org/wiki/%C3%BEj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEj%C3%B3ta,https://en.wiktionary.org/wiki/tyte
997,þoka,þoka,tåke,https://en.wiktionary.org/wiki/%C3%BEoka#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEoka,https://en.wiktionary.org/wiki/t%C3%A5ke
998,þola,þola,tola,https://en.wiktionary.org/wiki/%C3%BEola#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEola,https://en.wiktionary.org/wiki/tola
999,þola,þola,tole,https://en.wiktionary.org/wiki/%C3%BEola#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEola,https://en.wiktionary.org/wiki/tole
1000,þorp,þorp,torp,https://en.wiktionary.org/wiki/%C3%BEorp#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEorp,https://en.wiktionary.org/wiki/torp
1001,þorri,þorri,torre,https://en.wiktionary.org/wiki/%C3%BEorri#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEorri,https://en.wiktionary.org/wiki/torre
1002,þorskr,þorskur,torsk,https://en.wiktionary.org/wiki/%C3%BEorskr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEorskur,https://en.wiktionary.org/wiki/torsk
1003,þrettán,þrettán,tretten,https://en.wiktionary.org/wiki/%C3%BErett%C3%A1n#Old_Norse,https://en.wiktionary.org/wiki/%C3%BErett%C3%A1n,https://en.wiktionary.org/wiki/tretten
1004,þrettándi,þrettándi,trettande,https://en.wiktionary.org/wiki/%C3%BErett%C3%A1ndi#Old_Norse,https://en.wiktionary.org/wiki/%C3%BErett%C3%A1ndi,https://en.wiktionary.org/wiki/trettande
1005,þriði,þriðji,tredje,https://en.wiktionary.org/wiki/%C3%BEri%C3%B0i#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEri%C3%B0ji,https://en.wiktionary.org/wiki/tredje
1006,þrá,þrá,trå,https://en.wiktionary.org/wiki/%C3%BEr%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEr%C3%A1,https://en.wiktionary.org/wiki/tr%C3%A5
1007,þráðr,þráður,tråd,https://en.wiktionary.org/wiki/%C3%BEr%C3%A1%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEr%C3%A1%C3%B0ur,https://en.wiktionary.org/wiki/tr%C3%A5d
1008,þræll,þræll,træl,https://en.wiktionary.org/wiki/%C3%BEr%C3%A6ll#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEr%C3%A6ll,https://en.wiktionary.org/wiki/tr%C3%A6l
1009,þrǫng,þröng,trong,https://en.wiktionary.org/wiki/%C3%BEr%C7%ABng#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEr%C3%B6ng,https://en.wiktionary.org/wiki/trong
1010,þrǫstr,þröstur,trost,https://en.wiktionary.org/wiki/%C3%BEr%C7%ABstr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEr%C3%B6stur,https://en.wiktionary.org/wiki/trost
1011,þungr,þungur,tung,https://en.wiktionary.org/wiki/%C3%BEungr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEungur,https://en.wiktionary.org/wiki/tung
1012,þunnr,þunnur,tynn,https://en.wiktionary.org/wiki/%C3%BEunnr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEunnur,https://en.wiktionary.org/wiki/tynn
1013,þurfa,þurfa,turva,https://en.wiktionary.org/wiki/%C3%BEurfa#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEurfa,https://en.wiktionary.org/wiki/turva
1014,þurr,þurr,turr,https://en.wiktionary.org/wiki/%C3%BEurr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEurr,https://en.wiktionary.org/wiki/turr
1015,þurr,þurr,tørr,https://en.wiktionary.org/wiki/%C3%BEurr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEurr,https://en.wiktionary.org/wiki/t%C3%B8rr
1016,þverra,þverra,tverra,https://en.wiktionary.org/wiki/%C3%BEverra#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEverra,https://en.wiktionary.org/wiki/tverra
1017,þverra,þverra,tverre,https://en.wiktionary.org/wiki/%C3%BEverra#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEverra,https://en.wiktionary.org/wiki/tverre
1018,þykkja,þykja,tykkja,https://en.wiktionary.org/wiki/%C3%BEykkja#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEykja,https://en.wiktionary.org/wiki/tykkja
1019,þykkr,þykkur,dokker,https://en.wiktionary.org/wiki/%C3%BEykkr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEykkur,https://en.wiktionary.org/wiki/dokker
1020,þykkr,þykkur,dykk,https://en.wiktionary.org/wiki/%C3%BEykkr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEykkur,https://en.wiktionary.org/wiki/dykk
1021,þyngd,þyngd,tyngde,https://en.wiktionary.org/wiki/%C3%BEyngd#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEyngd,https://en.wiktionary.org/wiki/tyngde
1022,þorn,þyrnir,torn,https://en.wiktionary.org/wiki/%C3%BEorn#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEyrnir,https://en.wiktionary.org/wiki/torn
1023,þyrstr,þyrstur,tørst,https://en.wiktionary.org/wiki/%C3%BEyrstr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEyrstur,https://en.wiktionary.org/wiki/t%C3%B8rst
1024,þyrstr,þyrstur,tørste,https://en.wiktionary.org/wiki/%C3%BEyrstr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BEyrstur,https://en.wiktionary.org/wiki/t%C3%B8rste
1025,þér,þér,de,https://en.wiktionary.org/wiki/%C3%BE%C3%BA#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%A9r,https://en.wiktionary.org/wiki/de
1026,þéttr,þéttur,tett,https://en.wiktionary.org/wiki/%C3%BE%C3%A9ttr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%A9ttur,https://en.wiktionary.org/wiki/tett
1027,þó,þó,do,https://en.wiktionary.org/wiki/%C3%BE%C3%B3#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%B3,https://en.wiktionary.org/wiki/do
1028,Þórr,Þór,thorium,https://en.wiktionary.org/wiki/%C3%9E%C3%B3rr#Old_Norse,https://en.wiktionary.org/wiki/%C3%9E%C3%B3r,https://en.wiktionary.org/wiki/thorium
1029,Þórr,Þór,tore,https://en.wiktionary.org/wiki/%C3%9E%C3%B3rr#Old_Norse,https://en.wiktionary.org/wiki/%C3%9E%C3%B3r,https://en.wiktionary.org/wiki/tore
1030,þórsdagr,þórsdagur,torsdag,https://en.wiktionary.org/wiki/%C3%BE%C3%B3rsdagr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%B3rsdagur,https://en.wiktionary.org/wiki/torsdag
1031,þú,þú,du,https://en.wiktionary.org/wiki/%C3%BE%C3%BA#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%BA,https://en.wiktionary.org/wiki/du
1032,þúfa,þúfa,tue,https://en.wiktionary.org/wiki/%C3%BE%C3%BAfa#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%BAfa,https://en.wiktionary.org/wiki/tue
1033,þýðverskr,þýskur,tysk,https://en.wiktionary.org/wiki/%C3%BE%C3%BD%C3%B0verskr#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%BDskur,https://en.wiktionary.org/wiki/tysk
1034,þýða,þýða,ty,https://en.wiktionary.org/wiki/%C3%BE%C3%BD%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%BD%C3%B0a,https://en.wiktionary.org/wiki/ty
1035,þýða,þýða,tyda,https://en.wiktionary.org/wiki/%C3%BE%C3%BD%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/%C3%BE%C3%BD%C3%B0a,https://en.wiktionary.org/wiki/tyda
