,Recipient Language,Source Language(s),Title,Subcategories,Entries,URL
4270,Nzadi,Lingala,Category:Nzadi terms derived from Lingala,1,1,https://en.wiktionary.org/wiki/Category:Nzadi_terms_derived_from_Lingala
4271,Alemannic German,Occitan,Category:Alemannic German terms derived from Occitan,0,1,https://en.wiktionary.org/wiki/Category:Alemannic_German_terms_derived_from_Occitan
4272,Hungarian,Proto-Iranian,Category:Hungarian terms derived from Proto-Iranian,1,1,https://en.wiktionary.org/wiki/Category:Hungarian_terms_derived_from_Proto-Iranian
4273,Irish,Old Chinese,Category:Irish terms derived from Old Chinese,0,1,https://en.wiktionary.org/wiki/Category:Irish_terms_derived_from_Old_Chinese
4274,Norwegian Nynorsk,Burmese,Category:Norwegian Nynorsk terms derived from Burmese,1,1,https://en.wiktionary.org/wiki/Category:Norwegian_Nynorsk_terms_derived_from_Burmese
4275,Latin,Old Turkic,Category:Latin terms derived from Old Turkic,0,1,https://en.wiktionary.org/wiki/Category:Latin_terms_derived_from_Old_Turkic
4276,Muong,Proto-Austroasiatic,Category:Muong terms derived from Proto-Austroasiatic,1,1,https://en.wiktionary.org/wiki/Category:Muong_terms_derived_from_Proto-Austroasiatic
4277,Norwegian Bokmål,Malayalam,Category:Norwegian Bokmål terms derived from Malayalam,0,1,https://en.wiktionary.org/wiki/Category:Norwegian_Bokm%C3%A5l_terms_derived_from_Malayalam
4278,Mon,Proto-Austroasiatic,Category:Mon terms derived from Proto-Austroasiatic,1,2,https://en.wiktionary.org/wiki/Category:Mon_terms_derived_from_Proto-Austroasiatic
4279,Bahnar,Proto-Austroasiatic,Category:Bahnar terms derived from Proto-Austroasiatic,1,1,https://en.wiktionary.org/wiki/Category:Bahnar_terms_derived_from_Proto-Austroasiatic
4280,Hindi,Middle French,Category:Hindi terms derived from Middle French,0,1,https://en.wiktionary.org/wiki/Category:Hindi_terms_derived_from_Middle_French
4281,Hindi,Anglo-Norman,Category:Hindi terms derived from Anglo-Norman,0,1,https://en.wiktionary.org/wiki/Category:Hindi_terms_derived_from_Anglo-Norman
4282,Kurukh,Proto-Dravidian,Category:Kurukh terms derived from Proto-Dravidian,1,1,https://en.wiktionary.org/wiki/Category:Kurukh_terms_derived_from_Proto-Dravidian
4283,Mapun,Proto-Philippine,Category:Mapun terms derived from Proto-Philippine,0,1,https://en.wiktionary.org/wiki/Category:Mapun_terms_derived_from_Proto-Philippine
4284,Hindi,Proto-Italic,Category:Hindi terms derived from Proto-Italic,0,1,https://en.wiktionary.org/wiki/Category:Hindi_terms_derived_from_Proto-Italic
4285,Hebrew,Doric Greek,Category:Hebrew terms derived from Doric Greek,0,1,https://en.wiktionary.org/wiki/Category:Hebrew_terms_derived_from_Doric_Greek
4286,Udmurt,Proto-Turkic,Category:Udmurt terms derived from Proto-Turkic,0,1,https://en.wiktionary.org/wiki/Category:Udmurt_terms_derived_from_Proto-Turkic
4287,Irish,Kildin Sami,Category:Irish terms derived from Kildin Sami,0,1,https://en.wiktionary.org/wiki/Category:Irish_terms_derived_from_Kildin_Sami
4288,Kumaoni,Sanskrit,Category:Kumaoni terms derived from Sanskrit,1,1,https://en.wiktionary.org/wiki/Category:Kumaoni_terms_derived_from_Sanskrit
4289,Navajo,Omaha-Ponca,Category:Navajo terms derived from Omaha-Ponca,0,1,https://en.wiktionary.org/wiki/Category:Navajo_terms_derived_from_Omaha-Ponca
4290,Navajo,Classical Nahuatl,Category:Navajo terms derived from Classical Nahuatl,0,1,https://en.wiktionary.org/wiki/Category:Navajo_terms_derived_from_Classical_Nahuatl
4291,Cimbrian,Byzantine Greek,Category:Cimbrian terms derived from Byzantine Greek,0,1,https://en.wiktionary.org/wiki/Category:Cimbrian_terms_derived_from_Byzantine_Greek
4292,Cimbrian,Sanskrit,Category:Cimbrian terms derived from Sanskrit,0,1,https://en.wiktionary.org/wiki/Category:Cimbrian_terms_derived_from_Sanskrit
4293,Chuj,Proto-Mayan,Category:Chuj terms derived from Proto-Mayan,1,1,https://en.wiktionary.org/wiki/Category:Chuj_terms_derived_from_Proto-Mayan
4294,Bilbil,Proto-Austronesian,Category:Bilbil terms derived from Proto-Austronesian,1,1,https://en.wiktionary.org/wiki/Category:Bilbil_terms_derived_from_Proto-Austronesian
4295,Ronji,Proto-Austronesian,Category:Ronji terms derived from Proto-Austronesian,1,1,https://en.wiktionary.org/wiki/Category:Ronji_terms_derived_from_Proto-Austronesian
4296,Ashokan Prakrit,Elamite,Category:Ashokan Prakrit terms derived from Elamite,0,2,https://en.wiktionary.org/wiki/Category:Ashokan_Prakrit_terms_derived_from_Elamite
4297,Chavacano,Proto-Germanic,Category:Chavacano terms derived from Proto-Germanic,0,1,https://en.wiktionary.org/wiki/Category:Chavacano_terms_derived_from_Proto-Germanic
4298,Hindi,Proto-Brythonic,Category:Hindi terms derived from Proto-Brythonic,0,1,https://en.wiktionary.org/wiki/Category:Hindi_terms_derived_from_Proto-Brythonic
4299,Hindi,Old Irish,Category:Hindi terms derived from Old Irish,0,1,https://en.wiktionary.org/wiki/Category:Hindi_terms_derived_from_Old_Irish
4300,Latin,Old Lithuanian,Category:Latin terms derived from Old Lithuanian,0,1,https://en.wiktionary.org/wiki/Category:Latin_terms_derived_from_Old_Lithuanian
4301,Hindi,Scottish Gaelic,Category:Hindi terms derived from Scottish Gaelic,1,2,https://en.wiktionary.org/wiki/Category:Hindi_terms_derived_from_Scottish_Gaelic
4302,Gandhari,Ashokan Prakrit,Category:Gandhari terms derived from Ashokan Prakrit,1,1,https://en.wiktionary.org/wiki/Category:Gandhari_terms_derived_from_Ashokan_Prakrit
4303,Livonian,Proto-Slavic,Category:Livonian terms derived from Proto-Slavic,1,1,https://en.wiktionary.org/wiki/Category:Livonian_terms_derived_from_Proto-Slavic
4304,Klallam,Proto-Salish,Category:Klallam terms derived from Proto-Salish,1,2,https://en.wiktionary.org/wiki/Category:Klallam_terms_derived_from_Proto-Salish
4305,French,Common Turkic,Category:French terms derived from Common Turkic,0,1,https://en.wiktionary.org/wiki/Category:French_terms_derived_from_Common_Turkic
4306,Okinawan,Proto-Germanic,Category:Okinawan terms derived from Proto-Germanic,0,1,https://en.wiktionary.org/wiki/Category:Okinawan_terms_derived_from_Proto-Germanic
4307,Deccani,Sanskrit,Category:Deccani terms derived from Sanskrit,0,2,https://en.wiktionary.org/wiki/Category:Deccani_terms_derived_from_Sanskrit
4308,Catalan,Swahili,Category:Catalan terms derived from Swahili,1,1,https://en.wiktionary.org/wiki/Category:Catalan_terms_derived_from_Swahili
4309,Japanese,Swahili,Category:Japanese terms derived from Swahili,0,1,https://en.wiktionary.org/wiki/Category:Japanese_terms_derived_from_Swahili
4310,Skolt Sami,Polish,Category:Skolt Sami terms derived from Polish,0,1,https://en.wiktionary.org/wiki/Category:Skolt_Sami_terms_derived_from_Polish
4311,Newar,Ottoman Turkish,Category:Newar terms derived from Ottoman Turkish,0,1,https://en.wiktionary.org/wiki/Category:Newar_terms_derived_from_Ottoman_Turkish
4312,Proto-Turkic,Mandarin,Category:Proto-Turkic terms derived from Mandarin,0,1,https://en.wiktionary.org/wiki/Category:Proto-Turkic_terms_derived_from_Mandarin
4313,Sanskrit,Ottoman Turkish,Category:Sanskrit terms derived from Ottoman Turkish,0,1,https://en.wiktionary.org/wiki/Category:Sanskrit_terms_derived_from_Ottoman_Turkish
4314,Irish,Proto-Semitic,Category:Irish terms derived from Proto-Semitic,0,2,https://en.wiktionary.org/wiki/Category:Irish_terms_derived_from_Proto-Semitic
4315,Punjabi,Proto-Dravidian,Category:Punjabi terms derived from Proto-Dravidian,0,1,https://en.wiktionary.org/wiki/Category:Punjabi_terms_derived_from_Proto-Dravidian
4316,Saurashtra,Ashokan Prakrit,Category:Saurashtra terms derived from Ashokan Prakrit,0,1,https://en.wiktionary.org/wiki/Category:Saurashtra_terms_derived_from_Ashokan_Prakrit
4317,Afade,Proto-Chadic,Category:Afade terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Afade_terms_derived_from_Proto-Chadic
4318,Daba,Proto-Chadic,Category:Daba terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Daba_terms_derived_from_Proto-Chadic
4319,Glavda,Proto-Chadic,Category:Glavda terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Glavda_terms_derived_from_Proto-Chadic
4320,Gvoko,Proto-Chadic,Category:Gvoko terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Gvoko_terms_derived_from_Proto-Chadic
4321,Lagwan,Proto-Chadic,Category:Lagwan terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Lagwan_terms_derived_from_Proto-Chadic
4322,Musgu,Proto-Chadic,Category:Musgu terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Musgu_terms_derived_from_Proto-Chadic
4323,Moloko,Proto-Chadic,Category:Moloko terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Moloko_terms_derived_from_Proto-Chadic
4324,Podoko,Proto-Chadic,Category:Podoko terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Podoko_terms_derived_from_Proto-Chadic
4325,Sukur,Proto-Chadic,Category:Sukur terms derived from Proto-Chadic,1,1,https://en.wiktionary.org/wiki/Category:Sukur_terms_derived_from_Proto-Chadic
4326,Hungarian,Egyptian Arabic,Category:Hungarian terms derived from Egyptian Arabic,0,1,https://en.wiktionary.org/wiki/Category:Hungarian_terms_derived_from_Egyptian_Arabic
4327,Kickapoo,Proto-Algonquian,Category:Kickapoo terms derived from Proto-Algonquian,0,1,https://en.wiktionary.org/wiki/Category:Kickapoo_terms_derived_from_Proto-Algonquian
4328,Gujarati,Vedic Sanskrit,Category:Gujarati terms derived from Vedic Sanskrit,1,1,https://en.wiktionary.org/wiki/Category:Gujarati_terms_derived_from_Vedic_Sanskrit
4329,Thai,Vedic Sanskrit,Category:Thai terms derived from Vedic Sanskrit,0,1,https://en.wiktionary.org/wiki/Category:Thai_terms_derived_from_Vedic_Sanskrit
4330,Papiamentu,Old Latin,Category:Papiamentu terms derived from Old Latin,0,1,https://en.wiktionary.org/wiki/Category:Papiamentu_terms_derived_from_Old_Latin
4331,Middle English,Sumerian,Category:Middle English terms derived from Sumerian,0,1,https://en.wiktionary.org/wiki/Category:Middle_English_terms_derived_from_Sumerian
4332,Breton,Biblical Hebrew,Category:Breton terms derived from Biblical Hebrew,0,1,https://en.wiktionary.org/wiki/Category:Breton_terms_derived_from_Biblical_Hebrew
4333,Italian,Old Catalan,Category:Italian terms derived from Old Catalan,0,1,https://en.wiktionary.org/wiki/Category:Italian_terms_derived_from_Old_Catalan
4334,Klingon,Classical Nahuatl,Category:Klingon terms derived from Classical Nahuatl,0,1,https://en.wiktionary.org/wiki/Category:Klingon_terms_derived_from_Classical_Nahuatl
4335,Korean,Classical Mongolian,Category:Korean terms derived from Classical Mongolian,0,1,https://en.wiktionary.org/wiki/Category:Korean_terms_derived_from_Classical_Mongolian
4336,Japanese,Proto-Slavic,Category:Japanese terms derived from Proto-Slavic,0,1,https://en.wiktionary.org/wiki/Category:Japanese_terms_derived_from_Proto-Slavic
4337,Kriol,Proto-Germanic,Category:Kriol terms derived from Proto-Germanic,1,1,https://en.wiktionary.org/wiki/Category:Kriol_terms_derived_from_Proto-Germanic
4338,Old French,Coptic,Category:Old French terms derived from Coptic,0,1,https://en.wiktionary.org/wiki/Category:Old_French_terms_derived_from_Coptic
4339,Car Nicobarese,Latin,Category:Car Nicobarese terms derived from Latin,1,1,https://en.wiktionary.org/wiki/Category:Car_Nicobarese_terms_derived_from_Latin
4340,Ligurian,Mycenaean Greek,Category:Ligurian terms derived from Mycenaean Greek,0,1,https://en.wiktionary.org/wiki/Category:Ligurian_terms_derived_from_Mycenaean_Greek
4341,Russian,Common Turkic,Category:Russian terms derived from Common Turkic,0,1,https://en.wiktionary.org/wiki/Category:Russian_terms_derived_from_Common_Turkic
4342,Norwegian Nynorsk,Venetian,Category:Norwegian Nynorsk terms derived from Venetian,0,1,https://en.wiktionary.org/wiki/Category:Norwegian_Nynorsk_terms_derived_from_Venetian
4343,English,Wik-Mungkan,Category:English terms derived from Wik-Mungkan,1,1,https://en.wiktionary.org/wiki/Category:English_terms_derived_from_Wik-Mungkan
4344,Alemannic German,Oscan,Category:Alemannic German terms derived from Oscan,0,1,https://en.wiktionary.org/wiki/Category:Alemannic_German_terms_derived_from_Oscan
4345,Hindi,Gulf Arabic,Category:Hindi terms derived from Gulf Arabic,1,1,https://en.wiktionary.org/wiki/Category:Hindi_terms_derived_from_Gulf_Arabic
4346,Italian,Middle Irish,Category:Italian terms derived from Middle Irish,0,1,https://en.wiktionary.org/wiki/Category:Italian_terms_derived_from_Middle_Irish
4347,Ido,Proto-Celtic,Category:Ido terms derived from Proto-Celtic,0,1,https://en.wiktionary.org/wiki/Category:Ido_terms_derived_from_Proto-Celtic
4348,Sundanese,Ancient Greek,Category:Sundanese terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:Sundanese_terms_derived_from_Ancient_Greek
4349,Assamese,Maori,Category:Assamese terms derived from Maori,1,1,https://en.wiktionary.org/wiki/Category:Assamese_terms_derived_from_Maori
4350,Cuyunon,Proto-Germanic,Category:Cuyunon terms derived from Proto-Germanic,0,1,https://en.wiktionary.org/wiki/Category:Cuyunon_terms_derived_from_Proto-Germanic
4351,Spanish,Waray-Waray,Category:Spanish terms derived from Waray-Waray,1,1,https://en.wiktionary.org/wiki/Category:Spanish_terms_derived_from_Waray-Waray
4352,Vietnamese,Proto-Austroasiatic,Category:Vietnamese terms derived from Proto-Austroasiatic,1,1,https://en.wiktionary.org/wiki/Category:Vietnamese_terms_derived_from_Proto-Austroasiatic
4353,Khmer,Proto-Austroasiatic,Category:Khmer terms derived from Proto-Austroasiatic,1,1,https://en.wiktionary.org/wiki/Category:Khmer_terms_derived_from_Proto-Austroasiatic
4354,Russian,Lower Sorbian,Category:Russian terms derived from Lower Sorbian,1,1,https://en.wiktionary.org/wiki/Category:Russian_terms_derived_from_Lower_Sorbian
4355,Icelandic,Proto-Algonquian,Category:Icelandic terms derived from Proto-Algonquian,0,1,https://en.wiktionary.org/wiki/Category:Icelandic_terms_derived_from_Proto-Algonquian
4356,Chinese,Chichewa,Category:Chinese terms derived from Chichewa,0,1,https://en.wiktionary.org/wiki/Category:Chinese_terms_derived_from_Chichewa
4357,Chru,Proto-Austronesian,Category:Chru terms derived from Proto-Austronesian,1,3,https://en.wiktionary.org/wiki/Category:Chru_terms_derived_from_Proto-Austronesian
4358,French,Proto-Hellenic,Category:French terms derived from Proto-Hellenic,0,1,https://en.wiktionary.org/wiki/Category:French_terms_derived_from_Proto-Hellenic
4359,Paulohi,Proto-Austronesian,Category:Paulohi terms derived from Proto-Austronesian,0,2,https://en.wiktionary.org/wiki/Category:Paulohi_terms_derived_from_Proto-Austronesian
4360,English,Western Keres,Category:English terms derived from Western Keres,0,2,https://en.wiktionary.org/wiki/Category:English_terms_derived_from_Western_Keres
4361,Gothic,Proto-Celtic,Category:Gothic terms derived from Proto-Celtic,0,2,https://en.wiktionary.org/wiki/Category:Gothic_terms_derived_from_Proto-Celtic
4362,Maltese,Ottoman Turkish,Category:Maltese terms derived from Ottoman Turkish,0,2,https://en.wiktionary.org/wiki/Category:Maltese_terms_derived_from_Ottoman_Turkish
4363,Ukrainian,Koine Greek,Category:Ukrainian terms derived from Koine Greek,1,3,https://en.wiktionary.org/wiki/Category:Ukrainian_terms_derived_from_Koine_Greek
4364,Mangghuer,Proto-Mongolic,Category:Mangghuer terms derived from Proto-Mongolic,1,2,https://en.wiktionary.org/wiki/Category:Mangghuer_terms_derived_from_Proto-Mongolic
4365,Norman,Old Latin,Category:Norman terms derived from Old Latin,1,2,https://en.wiktionary.org/wiki/Category:Norman_terms_derived_from_Old_Latin
4366,Varli,Sanskrit,Category:Varli terms derived from Sanskrit,0,4,https://en.wiktionary.org/wiki/Category:Varli_terms_derived_from_Sanskrit
4367,French,Renaissance Latin,Category:French terms derived from Renaissance Latin,1,2,https://en.wiktionary.org/wiki/Category:French_terms_derived_from_Renaissance_Latin
4368,Malay,Proto-Slavic,Category:Malay terms derived from Proto-Slavic,0,1,https://en.wiktionary.org/wiki/Category:Malay_terms_derived_from_Proto-Slavic
4369,Hausa,Proto-Berber,Category:Hausa terms derived from Proto-Berber,0,2,https://en.wiktionary.org/wiki/Category:Hausa_terms_derived_from_Proto-Berber
4370,Kaqchikel,Classical Nahuatl,Category:Kaqchikel terms derived from Classical Nahuatl,1,1,https://en.wiktionary.org/wiki/Category:Kaqchikel_terms_derived_from_Classical_Nahuatl
4371,Marshallese,Proto-Berber,Category:Marshallese terms derived from Proto-Berber,0,1,https://en.wiktionary.org/wiki/Category:Marshallese_terms_derived_from_Proto-Berber
4372,French,Moroccan Amazigh,Category:French terms derived from Moroccan Amazigh,0,1,https://en.wiktionary.org/wiki/Category:French_terms_derived_from_Moroccan_Amazigh
4373,Thai,Ottoman Turkish,Category:Thai terms derived from Ottoman Turkish,0,1,https://en.wiktionary.org/wiki/Category:Thai_terms_derived_from_Ottoman_Turkish
4374,Spanish,Tswana,Category:Spanish terms derived from Tswana,0,1,https://en.wiktionary.org/wiki/Category:Spanish_terms_derived_from_Tswana
4375,Mòcheno,Old Italian,Category:Mòcheno terms derived from Old Italian,0,1,https://en.wiktionary.org/wiki/Category:M%C3%B2cheno_terms_derived_from_Old_Italian
4376,Tai Do,Chinese,Category:Tai Do terms derived from Chinese,0,1,https://en.wiktionary.org/wiki/Category:Tai_Do_terms_derived_from_Chinese
4377,Italian,Siculo-Arabic,Category:Italian terms derived from Siculo-Arabic,1,1,https://en.wiktionary.org/wiki/Category:Italian_terms_derived_from_Siculo-Arabic
4378,Bulgarian,Common Turkic,Category:Bulgarian terms derived from Common Turkic,0,1,https://en.wiktionary.org/wiki/Category:Bulgarian_terms_derived_from_Common_Turkic
